LocationID,LocationName,Latitude,Longitude,SurfaceType,TrafficDensity,Observation_Time,max_temp_C,min_temp_C,mean_temp_C,humidity_pct,rainfall_mm,wind_speed_kmh,source,heat_index_C
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-07 12:30:00,30.41,19.71,24.91,74.84,3.36,4.93,NASA POWER & Microclimate Model,37.4
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-08 12:30:00,31.07,21.6,25.6,73.43,1.66,3.82,NASA POWER & Microclimate Model,38.87
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-09 12:30:00,30.96,20.06,25.17,58.21,0.0,5.0,NASA POWER & Microclimate Model,34.33
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-10 12:30:00,31.57,20.1,24.8,50.58,0.09,5.26,NASA POWER & Microclimate Model,33.72
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-11 12:30:00,32.05,18.8,25.3,54.43,0.0,5.26,NASA POWER & Microclimate Model,35.59
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-12 12:30:00,34.69,19.97,27.3,58.8,0.0,4.64,NASA POWER & Microclimate Model,43.59
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-13 12:30:00,35.8,21.03,27.93,58.36,0.0,5.44,NASA POWER & Microclimate Model,46.64
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-14 12:30:00,35.21,21.76,27.42,59.31,0.0,8.39,NASA POWER & Microclimate Model,45.34
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-15 12:30:00,34.62,19.67,26.18,60.69,0.01,10.8,NASA POWER & Microclimate Model,44.25
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-16 12:30:00,34.51,20.35,26.79,58.35,0.0,8.42,NASA POWER & Microclimate Model,42.88
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-17 12:30:00,33.35,19.96,26.44,54.58,0.0,5.98,NASA POWER & Microclimate Model,38.48
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-18 12:30:00,33.92,20.57,26.69,51.59,0.0,5.69,NASA POWER & Microclimate Model,38.76
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-19 12:30:00,34.96,20.08,27.33,45.7,0.0,4.93,NASA POWER & Microclimate Model,38.99
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-20 12:30:00,33.86,20.38,27.2,48.23,0.54,4.43,NASA POWER & Microclimate Model,37.52
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-21 12:30:00,34.58,20.61,27.72,46.67,0.02,4.25,NASA POWER & Microclimate Model,38.52
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-22 12:30:00,32.21,22.86,27.14,57.13,7.08,3.38,NASA POWER & Microclimate Model,36.7
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-23 12:30:00,32.67,19.87,26.41,57.01,0.24,4.82,NASA POWER & Microclimate Model,37.7
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-24 12:30:00,33.64,21.2,27.96,50.3,0.14,2.74,NASA POWER & Microclimate Model,37.71
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-25 12:30:00,35.36,22.45,28.61,51.43,0.22,3.31,NASA POWER & Microclimate Model,42.14
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-26 12:30:00,36.33,23.6,29.87,47.07,0.0,3.82,NASA POWER & Microclimate Model,42.66
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-27 12:30:00,37.66,22.66,30.53,47.82,0.0,5.54,NASA POWER & Microclimate Model,46.44
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-28 12:30:00,38.87,23.51,31.32,48.85,0.0,6.84,NASA POWER & Microclimate Model,50.47
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-29 12:30:00,38.68,24.69,31.25,47.39,0.0,7.31,NASA POWER & Microclimate Model,49.03
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-30 12:30:00,38.14,23.35,30.67,36.18,0.0,6.37,NASA POWER & Microclimate Model,42.05
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-03-31 12:30:00,37.9,21.68,29.99,35.76,0.0,5.33,NASA POWER & Microclimate Model,41.39
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-01 12:30:00,38.37,23.81,30.9,36.1,0.0,5.47,NASA POWER & Microclimate Model,42.5
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-02 12:30:00,39.2,23.47,31.31,60.56,0.19,9.5,NASA POWER & Microclimate Model,59.91
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-03 12:30:00,37.82,25.56,31.1,64.12,6.03,8.1,NASA POWER & Microclimate Model,57.22
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-04 12:30:00,37.34,24.48,30.42,63.52,5.54,5.29,NASA POWER & Microclimate Model,54.96
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-05 12:30:00,37.18,24.37,30.26,64.11,3.57,6.52,NASA POWER & Microclimate Model,54.76
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-06 12:30:00,37.73,23.45,29.9,59.39,2.8,6.98,NASA POWER & Microclimate Model,53.58
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-07 12:30:00,39.07,24.01,30.63,59.63,3.03,10.8,NASA POWER & Microclimate Model,58.68
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-08 12:30:00,39.44,25.99,31.69,61.86,0.04,11.2,NASA POWER & Microclimate Model,61.94
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-09 12:30:00,37.86,24.58,30.75,63.09,0.05,8.93,NASA POWER & Microclimate Model,56.63
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-10 12:30:00,39.13,24.16,31.44,56.57,0.0,6.84,NASA POWER & Microclimate Model,56.58
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-11 12:30:00,38.44,25.35,31.32,58.99,4.83,6.91,NASA POWER & Microclimate Model,55.85
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-12 12:30:00,37.11,24.21,30.47,54.47,2.99,4.18,NASA POWER & Microclimate Model,48.51
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-13 12:30:00,37.4,23.96,30.63,55.52,7.7,4.68,NASA POWER & Microclimate Model,50.02
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-14 12:30:00,39.6,24.96,32.04,57.14,0.25,5.9,NASA POWER & Microclimate Model,58.74
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-15 12:30:00,36.22,25.9,30.95,68.55,9.77,5.62,NASA POWER & Microclimate Model,54.06
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-16 12:30:00,34.81,25.2,29.99,67.18,10.76,4.32,NASA POWER & Microclimate Model,48.1
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-17 12:30:00,37.01,25.51,30.43,72.19,15.91,10.62,NASA POWER & Microclimate Model,59.88
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-18 12:30:00,35.51,25.83,29.93,76.71,11.31,11.48,NASA POWER & Microclimate Model,56.59
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-19 12:30:00,36.91,26.3,30.83,72.22,8.8,9.76,NASA POWER & Microclimate Model,59.47
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-20 12:30:00,35.36,26.02,29.93,75.94,15.31,8.46,NASA POWER & Microclimate Model,55.43
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-21 12:30:00,34.44,24.52,28.59,78.45,16.87,5.51,NASA POWER & Microclimate Model,53.13
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-22 12:30:00,33.0,23.14,27.81,73.54,2.7,5.72,NASA POWER & Microclimate Model,45.04
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-23 12:30:00,33.46,24.46,28.83,72.91,11.8,4.79,NASA POWER & Microclimate Model,46.34
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-24 12:30:00,31.37,23.97,27.39,80.09,30.21,5.58,NASA POWER & Microclimate Model,42.17
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-25 12:30:00,33.11,24.28,28.31,78.51,13.68,3.28,NASA POWER & Microclimate Model,47.82
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-26 12:30:00,31.91,24.7,27.86,84.06,13.83,5.4,NASA POWER & Microclimate Model,45.8
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-27 12:30:00,31.45,24.47,27.76,80.44,17.08,4.75,NASA POWER & Microclimate Model,42.58
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-28 12:30:00,31.12,24.78,27.5,81.85,18.95,4.21,NASA POWER & Microclimate Model,41.96
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-29 12:30:00,31.39,23.99,27.48,82.82,15.31,4.57,NASA POWER & Microclimate Model,43.3
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-30 12:30:00,33.09,24.59,28.82,79.8,9.49,3.56,NASA POWER & Microclimate Model,48.4
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-01 12:30:00,32.21,24.71,28.77,79.7,11.2,4.57,NASA POWER & Microclimate Model,45.01
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-02 12:30:00,32.65,25.09,28.75,81.01,9.36,5.18,NASA POWER & Microclimate Model,47.28
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-03 12:30:00,32.33,24.77,28.31,84.76,21.06,5.29,NASA POWER & Microclimate Model,47.81
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-04 12:30:00,33.26,25.15,29.43,79.65,10.62,4.0,NASA POWER & Microclimate Model,48.99
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-05 12:30:00,34.38,25.89,30.51,80.31,7.67,5.4,NASA POWER & Microclimate Model,54.01
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-06 12:30:00,33.27,27.23,29.88,79.56,35.46,3.42,NASA POWER & Microclimate Model,48.98
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-07 12:30:00,33.71,24.59,29.7,73.61,9.78,2.66,NASA POWER & Microclimate Model,47.58
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-08 12:30:00,33.55,24.93,29.45,74.38,5.72,3.78,NASA POWER & Microclimate Model,47.39
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-09 12:30:00,34.05,25.17,30.24,76.31,19.35,3.85,NASA POWER & Microclimate Model,50.3
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-10 12:30:00,34.73,26.65,31.45,72.11,14.11,2.38,NASA POWER & Microclimate Model,50.54
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-11 12:30:00,34.69,28.64,31.63,71.21,2.87,2.16,NASA POWER & Microclimate Model,49.88
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-12 12:30:00,34.8,27.37,30.82,76.7,0.82,4.61,NASA POWER & Microclimate Model,53.56
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-13 12:30:00,34.14,26.75,30.1,81.98,1.16,7.85,NASA POWER & Microclimate Model,53.99
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-14 12:30:00,34.22,26.52,30.31,82.48,12.73,6.26,NASA POWER & Microclimate Model,54.65
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-15 12:30:00,34.12,27.27,30.46,82.76,14.47,5.83,NASA POWER & Microclimate Model,54.38
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-16 12:30:00,34.85,27.15,30.76,84.3,12.67,7.99,NASA POWER & Microclimate Model,58.77
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-17 12:30:00,35.18,27.27,31.14,81.87,24.8,5.58,NASA POWER & Microclimate Model,58.65
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-18 12:30:00,35.29,27.6,31.34,81.99,0.28,4.5,NASA POWER & Microclimate Model,59.25
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-19 12:30:00,33.49,27.01,30.25,78.49,2.42,4.79,NASA POWER & Microclimate Model,49.29
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-20 12:30:00,33.73,24.66,28.93,84.14,21.68,19.55,NASA POWER & Microclimate Model,53.47
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-21 12:30:00,31.7,27.6,29.19,87.36,60.63,25.81,NASA POWER & Microclimate Model,46.43
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-22 12:30:00,33.53,27.14,30.03,84.88,9.52,9.25,NASA POWER & Microclimate Model,53.01
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-23 12:30:00,35.0,27.43,30.87,84.91,2.06,10.22,NASA POWER & Microclimate Model,59.93
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-24 12:30:00,34.61,27.81,30.82,87.57,27.86,14.04,NASA POWER & Microclimate Model,59.87
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-25 12:30:00,34.45,28.15,30.61,87.29,17.57,17.39,NASA POWER & Microclimate Model,58.87
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-26 12:30:00,33.74,28.02,30.17,86.57,9.68,18.14,NASA POWER & Microclimate Model,54.99
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-27 12:30:00,33.07,27.62,29.73,89.97,81.13,14.26,NASA POWER & Microclimate Model,53.86
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-28 12:30:00,32.48,26.9,29.35,86.77,25.33,5.98,NASA POWER & Microclimate Model,49.44
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-29 12:30:00,32.59,26.73,29.51,86.58,22.72,5.65,NASA POWER & Microclimate Model,49.81
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-30 12:30:00,33.25,26.71,29.67,87.57,18.75,7.49,NASA POWER & Microclimate Model,53.31
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-31 12:30:00,32.8,27.18,30.08,84.93,7.06,3.85,NASA POWER & Microclimate Model,49.86
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-06-01 12:30:00,32.13,27.31,29.68,89.4,8.94,8.78,NASA POWER & Microclimate Model,49.23
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-06-02 12:30:00,32.2,27.47,29.69,90.85,9.58,9.86,NASA POWER & Microclimate Model,50.28
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-06-03 12:30:00,32.05,27.49,29.52,89.11,8.58,10.76,NASA POWER & Microclimate Model,48.74
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-06-04 12:30:00,32.87,27.49,29.73,90.16,37.22,8.53,NASA POWER & Microclimate Model,53.02
