LocationID,LocationName,Latitude,Longitude,SurfaceType,TrafficDensity,Observation_Time,max_temp_C,min_temp_C,mean_temp_C,humidity_pct,rainfall_mm,wind_speed_kmh,source,heat_index_C,Observation_Date,Observation_Timestamp,Observation_Hour,Observation_Minute,Observation_Month,Observation_Year
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-11 12:30:00,38.44,25.35,31.32,58.99,4.83,6.91,NASA POWER & Microclimate Model,55.85,2020-04-11,1586608200,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-12 12:30:00,37.11,24.21,30.47,54.47,2.99,4.18,NASA POWER & Microclimate Model,48.51,2020-04-12,1586694600,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-13 12:30:00,37.4,23.96,30.63,55.52,7.7,4.68,NASA POWER & Microclimate Model,50.02,2020-04-13,1586781000,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-14 12:30:00,39.6,24.96,32.04,57.14,0.25,5.9,NASA POWER & Microclimate Model,58.74,2020-04-14,1586867400,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-15 12:30:00,36.22,25.9,30.95,68.55,9.77,5.62,NASA POWER & Microclimate Model,54.06,2020-04-15,1586953800,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-16 12:30:00,34.81,25.2,29.99,67.18,10.76,4.32,NASA POWER & Microclimate Model,48.1,2020-04-16,1587040200,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-17 12:30:00,37.01,25.51,30.43,72.19,15.91,10.62,NASA POWER & Microclimate Model,59.88,2020-04-17,1587126600,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-18 12:30:00,35.51,25.83,29.93,76.71,11.31,11.48,NASA POWER & Microclimate Model,56.59,2020-04-18,1587213000,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-19 12:30:00,36.91,26.3,30.83,72.22,8.8,9.76,NASA POWER & Microclimate Model,59.47,2020-04-19,1587299400,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-20 12:30:00,35.36,26.02,29.93,75.94,15.31,8.46,NASA POWER & Microclimate Model,55.43,2020-04-20,1587385800,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-21 12:30:00,34.44,24.52,28.59,78.45,16.87,5.51,NASA POWER & Microclimate Model,53.13,2020-04-21,1587472200,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-22 12:30:00,33.0,23.14,27.81,73.54,2.7,5.72,NASA POWER & Microclimate Model,45.04,2020-04-22,1587558600,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-23 12:30:00,33.46,24.46,28.83,72.91,11.8,4.79,NASA POWER & Microclimate Model,46.34,2020-04-23,1587645000,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-24 12:30:00,31.37,23.97,27.39,80.09,30.21,5.58,NASA POWER & Microclimate Model,42.17,2020-04-24,1587731400,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-25 12:30:00,33.11,24.28,28.31,78.51,13.68,3.28,NASA POWER & Microclimate Model,47.82,2020-04-25,1587817800,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-26 12:30:00,31.91,24.7,27.86,84.06,13.83,5.4,NASA POWER & Microclimate Model,45.8,2020-04-26,1587904200,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-27 12:30:00,31.45,24.47,27.76,80.44,17.08,4.75,NASA POWER & Microclimate Model,42.58,2020-04-27,1587990600,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-28 12:30:00,31.12,24.78,27.5,81.85,18.95,4.21,NASA POWER & Microclimate Model,41.96,2020-04-28,1588077000,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-29 12:30:00,31.39,23.99,27.48,82.82,15.31,4.57,NASA POWER & Microclimate Model,43.3,2020-04-29,1588163400,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-04-30 12:30:00,33.09,24.59,28.82,79.8,9.49,3.56,NASA POWER & Microclimate Model,48.4,2020-04-30,1588249800,12,30,4,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-01 12:30:00,32.21,24.71,28.77,79.7,11.2,4.57,NASA POWER & Microclimate Model,45.01,2020-05-01,1588336200,12,30,5,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-02 12:30:00,32.65,25.09,28.75,81.01,9.36,5.18,NASA POWER & Microclimate Model,47.28,2020-05-02,1588422600,12,30,5,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-03 12:30:00,32.33,24.77,28.31,84.76,21.06,5.29,NASA POWER & Microclimate Model,47.81,2020-05-03,1588509000,12,30,5,2020
1,Mirpur-10 Roundabout,23.81,90.37,Asphalt,High,2020-05-04 12:30:00,33.26,25.15,29.43,79.65,10.62,4.0,NASA POWER & Microclimate Model,48.99,2020-05-04,1588595400,12,30,5,2020
